,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
6642,0,No,No,25,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.0,1902.0
1194,0,No,No,14,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45,765.45
3585,1,Yes,No,34,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,3128.8
5291,0,Yes,No,68,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95
4903,0,No,No,5,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5
4977,0,Yes,Yes,24,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.8,469.65
4397,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9
3617,1,Yes,No,18,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,810.7
3514,0,Yes,Yes,60,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85
3246,0,No,No,3,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15
295,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,20.25
850,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5
991,0,No,No,58,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.35,1423.85
4993,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5
4695,0,No,No,35,No,No,No,No,No,No,No,One year,No,Mailed check,20.75,700.45
1251,0,No,No,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8
3694,0,Yes,Yes,67,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2
4217,1,Yes,No,14,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35
3885,0,No,No,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4
3005,1,No,No,24,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.3,459.95
3459,0,Yes,Yes,30,No,No,No,No,No,No,No,Two year,Yes,Mailed check,25.1,789.55
6422,0,No,No,52,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.75,2790.65
2901,0,Yes,Yes,72,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,6843.15
2160,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9
6496,1,Yes,No,40,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3
4673,1,No,No,25,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2
4736,0,Yes,Yes,56,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.25,4620.4
4524,0,Yes,No,23,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4
2154,0,No,Yes,24,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,498.1
1498,1,No,No,15,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65
4870,0,No,Yes,48,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35
454,0,Yes,No,61,No,No,No,No,No,No,No,Two year,No,Mailed check,24.4,1417.9
6489,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.85,18.85
4949,0,No,No,5,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95
3945,0,No,No,3,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.25,139.35
4005,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.05,24.05
4676,0,No,Yes,19,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.0,377.55
5955,0,Yes,Yes,72,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.4,4855.35
4350,0,Yes,No,33,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6
3106,0,No,No,50,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,1023.95
5401,0,No,No,31,No,No,No,No,No,No,No,Two year,No,Mailed check,20.45,638.55
3465,0,No,No,4,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75
5631,0,Yes,No,3,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25
3825,0,Yes,Yes,52,No,No,No,No,No,No,No,Two year,No,Mailed check,19.35,1031.7
5790,0,Yes,Yes,40,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55
162,0,No,No,2,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2
6099,0,Yes,Yes,71,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.7,1810.55
3577,0,No,No,36,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,2498.4
3245,0,Yes,Yes,23,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25
2884,1,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45
1817,1,Yes,No,72,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4
2087,0,No,No,4,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.65,137.85
6083,1,Yes,Yes,64,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.4,1548.65
6056,0,No,No,58,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.1,4299.2
5847,0,No,No,62,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,5757.2
4243,0,No,Yes,40,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35
997,1,No,No,4,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45
6585,0,Yes,Yes,43,No,No,No,No,No,No,No,One year,No,Mailed check,20.0,817.95
1084,0,Yes,Yes,52,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,1012.4
5540,0,Yes,Yes,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.55,20.55
6419,1,Yes,No,69,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65
1895,0,No,Yes,68,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75
4944,0,Yes,Yes,10,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,253.9
4596,0,No,No,18,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0
3621,0,Yes,Yes,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,36.55
3418,0,Yes,No,54,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95
5832,0,Yes,Yes,20,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,1470.95
5543,1,No,No,14,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.85,1043.8
6393,0,No,No,26,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8
5374,0,No,No,10,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65
6413,0,Yes,Yes,32,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5
4334,0,No,No,11,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7
1843,0,Yes,Yes,71,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.7,1415.85
796,0,No,No,31,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65
6387,0,Yes,No,35,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,56.85,1861.1
2816,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1
1352,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05
1916,0,No,No,44,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55
5287,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.55,20.55
2664,0,Yes,Yes,62,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,5791.85
4281,0,No,No,50,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4
6538,0,No,No,2,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45
3277,0,Yes,Yes,13,No,No,No,No,No,No,No,One year,No,Mailed check,20.0,218.55
385,1,Yes,No,11,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,214.75
5118,0,Yes,No,42,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75
306,1,Yes,No,32,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35
5060,0,No,No,18,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3
1809,1,Yes,No,32,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05
993,0,Yes,Yes,10,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.1,225.55
1731,1,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6
2610,0,No,Yes,39,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3
4429,0,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.7,5743.3
2407,0,Yes,No,2,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,141.45
1889,0,No,No,14,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7
1898,1,No,No,5,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4
171,0,Yes,No,2,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8
4107,0,Yes,No,72,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.45,6921.7
2208,1,Yes,No,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8
4064,0,No,No,1,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.15,50.15
6066,0,No,No,2,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1
923,0,Yes,No,63,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15
4194,0,Yes,No,71,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.95,1801.9
3535,0,Yes,Yes,64,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15
1235,1,Yes,No,61,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.3,6066.55
6472,0,Yes,Yes,60,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.15,5811.8
356,1,No,No,16,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0
498,1,No,No,5,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05
723,0,No,No,3,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5
1805,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0
6402,0,Yes,Yes,54,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3246.45
5637,0,Yes,Yes,64,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),90.25,5629.15
5761,0,Yes,Yes,48,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.4,1978.65
4444,0,No,No,3,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,63.75
255,0,Yes,Yes,67,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9
6478,0,Yes,No,60,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7
411,0,Yes,No,46,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.45,1066.15
235,0,No,No,2,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1
6373,0,Yes,Yes,44,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9
6010,0,Yes,Yes,24,No,No,No,No,No,No,No,Two year,No,Mailed check,24.2,609.05
1939,0,No,Yes,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,21.05,21.05
146,0,No,No,3,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,61.35
308,1,Yes,Yes,38,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85
3328,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25
1519,0,No,No,2,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4
4709,1,No,No,56,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.85,5219.65
6304,0,No,No,9,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15
2077,0,No,No,1,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35
1220,0,No,No,17,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2
3788,0,Yes,No,54,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,6110.2
24,0,Yes,Yes,49,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3
2228,1,Yes,No,70,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35
5881,0,No,No,34,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3
5028,0,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2
3158,0,Yes,No,18,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35
2248,0,Yes,Yes,30,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7
6511,0,Yes,Yes,63,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25
4456,0,Yes,No,68,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.95,1614.9
6152,0,No,No,16,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,1573.7
1513,1,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8
561,0,Yes,No,3,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.6,89.05
4365,0,Yes,No,63,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05
1346,0,Yes,Yes,14,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6
712,0,No,No,58,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.7,1519.0
5271,0,No,Yes,13,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75
1938,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.9,20.9
6254,0,Yes,No,60,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.2,5611.75
3086,0,No,No,17,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0
1306,0,No,No,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6
2394,0,No,No,71,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5
6598,0,No,No,57,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35
1729,0,Yes,No,64,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,5692.65
3219,0,Yes,Yes,24,No,No,No,No,No,No,No,Two year,No,Mailed check,24.7,571.75
1963,0,No,No,8,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4
5054,0,No,No,68,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95
6018,0,No,No,33,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,689.75
2708,1,No,No,13,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1
5438,0,Yes,No,9,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,741.7
1630,1,Yes,No,38,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2
61,0,No,No,60,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7
4910,0,No,No,30,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4
6509,1,Yes,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05
944,0,Yes,Yes,54,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8
2992,0,No,No,12,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.0,442.45
2350,0,No,No,5,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75
5915,0,No,No,69,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.1,1268.85
3786,0,Yes,Yes,27,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,1929.0
5657,0,Yes,No,18,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9
1071,0,No,No,2,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1
6265,0,No,No,2,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.25,74.2
989,0,Yes,Yes,34,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,678.8
1037,0,No,No,13,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4
927,0,No,No,13,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3
1263,1,Yes,No,68,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6
4923,0,No,No,52,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55
678,0,No,No,3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6
5190,1,Yes,Yes,29,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8
1385,0,No,No,48,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25
6338,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.25,20.25
4292,1,No,No,31,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15
4975,0,Yes,No,72,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.75,7346.2
4386,0,Yes,Yes,55,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4
2878,0,Yes,No,22,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65
1750,0,No,No,50,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5
1853,0,No,No,1,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15
1120,0,No,No,20,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55
750,0,No,No,27,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95
6052,0,Yes,Yes,41,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45
6635,0,Yes,No,24,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,533.9
602,0,Yes,Yes,66,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25
984,0,Yes,Yes,72,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.75,1679.25
3959,0,No,No,59,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),61.35,3645.5
6878,0,No,No,6,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,573.3
1952,0,Yes,Yes,20,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2
2573,0,No,No,1,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75
6095,0,No,No,4,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.65,67.55
1653,0,Yes,No,58,No,No,No,No,No,No,No,Two year,No,Mailed check,20.75,1185.95
1449,1,No,No,6,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,106.8
7029,1,No,No,6,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.4,263.05
423,0,Yes,Yes,44,No,No,No,No,No,No,No,One year,No,Mailed check,25.7,1110.5
2547,0,No,No,52,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1
1305,0,No,No,28,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45
568,0,No,No,35,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6
6799,0,No,No,70,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.15,7737.55
4482,0,No,No,7,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15
3883,0,No,No,12,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,1001.2
2013,0,No,Yes,31,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.1,589.25
2996,0,No,No,18,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.6,1156.35
687,1,No,No,2,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1
7014,0,No,No,41,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,3645.75
292,0,Yes,Yes,23,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8
6650,0,No,No,6,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,123.65
6181,0,Yes,Yes,61,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35
2501,0,Yes,Yes,72,No,No,No,No,No,No,No,Two year,No,Electronic check,20.35,1354.4
4401,1,Yes,Yes,46,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1
3779,1,Yes,Yes,66,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6
6092,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.25,6849.75
1937,0,Yes,Yes,13,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,265.3
900,0,No,No,2,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,27.55
5296,0,No,No,57,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25
490,0,Yes,Yes,63,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25
3670,0,Yes,Yes,33,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.25,838.5
2889,0,Yes,Yes,58,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.85
3167,0,Yes,No,64,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55
5333,0,Yes,Yes,13,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8
569,0,No,No,11,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6
1779,0,No,No,2,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5
4234,0,No,No,16,No,No,No,No,No,No,No,One year,No,Mailed check,19.05,326.65
1167,0,No,No,26,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4
29,0,No,Yes,17,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1
3597,0,Yes,No,25,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35
1748,0,Yes,No,54,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,1102.4
3781,0,No,No,29,No,No,No,No,No,No,No,One year,No,Mailed check,19.1,529.5
1054,0,Yes,No,40,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95
6475,0,No,Yes,19,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6
6286,0,No,Yes,8,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,163.6
434,0,Yes,No,41,No,No,No,No,No,No,No,Two year,Yes,Electronic check,19.75,899.45
1931,0,Yes,No,53,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75
5428,0,Yes,No,9,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,853.1
5466,0,No,Yes,10,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.95,219.5
